REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,
httpie,197,closed,6,2014-01-28 15:21:56,30.8,,,1,"b'b"" Thanks @matleh! Let\'s go with these names for now. It can be renamed if we can think of anything better.  Could you also update [CHANGELOG]url  and add yourself to [AUTHORS]url  Also", if you added just a couple of tests," that would be awesome :)""'",,,,,,,,,,,,,,,,,,,
httpie,197,closed,7,2014-01-28 15:21:56,1321.45,,1,,"b""b' I updated CHANGELOG and AUTHORS. Adding tests is not so trivial. Have to find a way to test SSL.'""",,,,,,,,,,,,,,,,,,,,,
httpie,197,closed,8,2014-01-28 15:21:56,201.12,,,1,"b""b' Thanks @matleh! '""",,,,,,,,,,,,,,,,,,,,,
httpie,197,closed,closed,2014-02-12 13:46:59,1144.27,0,5,5,,,,,,,,,,,,,,,,,,,,,,
httpie,197,closed,9,2014-01-28 15:21:56,1.1,,1,,"b'b"" As for the tests"," it\'s not necessary to test the actual SSL functionality. Testing of the handling of the arguments will do. I\'ll look into that.""'",,,,,,,,,,,,,,,,,,,,
httpie,197,closed,10,2014-01-28 15:21:56,1197.0,,1,,"b""b' If you mean it would be sufficent to mock out requests and check that it is called the right way I think"," I can do that. Just let me know.'""",,,,,,,,,,,,,,,,,,,,
httpie,197,closed,11,2014-01-28 15:21:56,1220.8,,,1,"b""b' @matleh Yep"," something like that would do the trick. Thanks!'""",,,,,,,,,,,,,,,,,,,,
httpie,197,closed,-,-,-,0,7,6,,,,,,,,,,,,,,,,,,,,,,
httpie,221,open,opened,2014-05-13 09:57:28,,,,,,,,,,,,,,,,,,,,,,,,,,
httpie,221,open,title,2014-05-13 09:57:28,00:00,,1,,"b""b' Support proxy digest authentication'""",,,,,,,,,,,,,,,,,,,,,
httpie,221,open,body,2014-05-13 09:57:28,00:00,,,1,"b'b"" As far as I can see httpie doesn\'t support authentication on proxies. It would be nice to have such feature.""'",,,,,,,,,,,,,,,,,,,,,
httpie,221,open,1,2014-05-13 09:57:28,140.85,,1,,"b""b' Actually", HTTPie [does support]url  that," e.g.:  '""",,,,,,,,,,,,,,,,,,,
httpie,221,open,closed,2014-05-13 12:18:19,140.85,0,2,1,,,,,,,,,,,,,,,,,,,,,,
httpie,221,open,2,2014-05-13 09:57:28,6.88,,1,,"b""b' Well"," it seems that HTTPS case is a bit different:  '""",,,,,,,,,,,,,,,,,,,,
httpie,221,open,3,2014-05-13 09:57:28,10.52,,1,,"b""b' Well"," with digest auth. method and HTTP remote site it looks like this:  '""",,,,,,,,,,,,,,,,,,,,
httpie,221,open,4,2014-05-13 09:57:28,1.67,,1,,"b'b"" I see. Normally it would be: But that uses basic auth. So the problem is that HTTPie doesn\'t allow you to specify the auth type the proxy uses. ""'",,,,,,,,,,,,,,,,,,,,,
httpie,221,open,reopened,2014-05-13 12:37:23,19.07,0,5,1,,,,,,,,,,,,,,,,,,,,,,
httpie,221,open,5,2014-05-13 09:57:28,1218.9,,,1,"b""b' thanks a million it just worked fine and awesome. '""",,,,,,,,,,,,,,,,,,,,,
httpie,221,open,-,-,-,0,5,2,,,,,,,,,,,,,,,,,,,,,,
httpie,247,closed,opened,2014-08-08 19:09:51,,,,,,,,,,,,,,,,,,,,,,,,,,
httpie,247,closed,title,2014-08-08 19:09:51,00:00,,1,,"b'b"" Sometimes"," I really don\'t want JSON or key values pairs.....""'",,,,,,,,,,,,,,,,,,,,
httpie,247,closed,body,2014-08-08 19:09:51,00:00,1,,,"b'b"" Now and then I need to talk SOAP. I know", yuck :-) I can do this with curl by passing my SOAP body via -d/data. I could not find a way to accomplish the same thing with httpie so I hacked this in real quick. Sorry, I do not have the ability to fork and offer a pull request at the moment. Besides, maybe I missed something and this patch is not needed. If this were to be properly included I suspect a  when both foo=bar and data is used. Making the function used to populate  from items smarter would require adding some magic keyword like \'rawdata:=blah\' and ensuring the parser does not attempt to inspect blah at all. This is why I added a data option instead. If this functionality really is missing I can fork and make a proper pull request when time allows. Note my example script at the end makes it look like potentially the data could be read from a file. But I would really like to keep it all contained in the script. However," I could see extending data to allow the input to be read from a file like the positional arguments do. It looks like this in use:  ""'",,,,,,,,,,,,,,,,,
httpie,247,closed,1,2014-08-08 19:09:51,263.97,,,1,"b""b' Thanks! But have you tried [passing the data via  ]url '""",,,,,,,,,,,,,,,,,,,,,
httpie,247,closed,2,2014-08-08 19:09:51,490.57,,,1,b'b\' Thanks. I figured I was missing something. I still see value in the command line option though. If you do too I\\\'d be happy to submit a pull request. On August 8, 2014 4:34:03 PM PDT,"Jakub Rozto\\xc4\\x8dil"" notifications@ wrote:##  Sent from my Android device with K-9 Mail. Please excuse my brevity.\''
httpie	247	closed	closed	 - 	2014-08-15 21:56:35	166.73	1	1	2
httpie	247	closed	reopened	 - 	2014-08-15 21:56:37	0.03	1	1	2
httpie	247	closed	closed	 - 	2014-08-15 21:56:38	0.02	1	1	2
httpie	247	closed	-	-	-	-	1	1	2
httpie	253	closed	opened	Req	2014-09-04 08:32:59
httpie	253	closed	title	Req	2014-09-04 08:32:59	00:00		+1		b""b' Windows path for POST request file causes an error'",,,,,,,,,,,,,,,,,,,
httpie,253,closed,body,2014-09-04 08:32:59,00:00,,1,,"b""b' Recently installed on Windows 7 64bit and ran into an issue with paths. If I give an absolute path to an URL"," the POST throws an error: http version is 0.8.0python is version 3.4.1 64bit'""",,,,,,,,,,,,,,,,,,,,
httpie,253,closed,1,2014-09-04 08:32:59,9.75,,1,,"b""b' Could you please run the first command with and include the output?'""",,,,,,,,,,,,,,,,,,,,,
httpie,253,closed,2,2014-09-04 08:32:59,177.17,,1,,"b""b' Looks very much like the culprits are the slashes  '""",,,,,,,,,,,,,,,,,,,,,
httpie,253,closed,3,2014-09-04 08:32:59,126.68,,1,,"b'b"" You are right", it\'s not actually a bug," it\'s the slashes that get removed by your shell before it reaches HTTPie. Try to escape them:  ""'",,,,,,,,,,,,,,,,,,,
httpie,253,closed,4,2014-09-04 08:32:59,920.77,,,1,"b""b' Well"," interestingly that did not work either  '""",,,,,,,,,,,,,,,,,,,,
httpie,253,closed,closed,2014-09-05 05:07:21,1234.37,0,5,1,,,,,,,,,,,,,,,,,,,,,,
httpie,253,closed,reopened,2014-09-05 05:07:22,0.02,0,5,1,,,,,,,,,,,,,,,,,,,,,,
httpie,253,closed,5,2014-09-04 08:32:59,148.78,,1,,"b'b"" I\'ll look into this. (Similar: #254)""'",,,,,,,,,,,,,,,,,,,,,
httpie,253,closed,closed,2014-09-05 16:37:31,690.15,0,6,1,,,,,,,,,,,,,,,,,,,,,,
httpie,253,closed,6,2014-09-04 08:32:59,552.87,,1,,"b""b' If you install httpie from current master"," the original command should just work:  '""",,,,,,,,,,,,,,,,,,,,
httpie,253,closed,-,-,-,0,7,1,,,,,,,,,,,,,,,,,,,,,,
httpie,255,closed,opened,2014-09-14 13:34:37,,,,,,,,,,,,,,,,,,,,,,,,,,
httpie,255,closed,title,2014-09-14 13:34:37,00:00,,1,,"b""b' pip install on windows'""",,,,,,,,,,,,,,,,,,,,,
httpie,255,closed,body,2014-09-14 13:34:37,00:00,,1,,"b""b' The install process does not verify colorama dependency'""",,,,,,,,,,,,,,,,,,,,,
httpie,255,closed,1,2014-09-14 13:34:37,13.07,,1,,"b'b"" Did you try  ? I think the [logic for dependencies]url  is potentially an issue (considering colorama is only added to if it\'s not a  . Also could you tell us what version of pip you\'re using?""'",,,,,,,,,,,,,,,,,,,,,
httpie,255,closed,2,2014-09-14 13:34:37,5.55,,1,,"b'b\' I have tried ""regular"" installation and it does not work in windows. The error log tells me about colorama", I have installed it, and then httpie installation works properly.\'',,,,,,,,,,,,,,,,,,,
httpie,255,closed,closed,2014-09-14 13:53:14,18.62,0,4,0,,,,,,,,,,,,,,,,,,,,,,
httpie,255,closed,3,2014-09-14 13:34:37,4.43,,1,,"b""b' @aborruso could you reopen this? This still seems like a bug.'""",,,,,,,,,,,,,,,,,,,,,
httpie,255,closed,4,2014-09-14 13:34:37,1.17,,,1,"b""b' Yes @sigmavirus24  and thank you'""",,,,,,,,,,,,,,,,,,,,,
httpie,255,closed,reopened,2014-09-14 13:58:50,5.6,0,5,1,,,,,,,,,,,,,,,,,,,,,,
httpie,255,closed,5,2014-09-14 13:34:37,7.05,,1,,"b""b' @aborruso which version of pip are you using?'""",,,,,,,,,,,,,,,,,,,,,
httpie,255,closed,6,2014-09-14 13:34:37,1.67,,1,,"b""b' pip 1.5.4'""",,,,,,,,,,,,,,,,,,,,,
httpie,255,closed,7,2014-09-14 13:34:37,7.95,,1,,"b'b"" I don\'t see anything in [pip\'s changelog]url  to indicate that this would be fixed. I think that helps us narrow this down to httpie\'s .""'",,,,,,,,,,,,,,,,,,,,,
httpie,255,closed,8,2014-09-14 13:34:37,1.6,,,1,"b""b' Ok and thank you @sigmavirus24  httpie seems a great tool'""",,,,,,,,,,,,,,,,,,,,,
httpie,255,closed,9,2014-09-14 13:34:37,12.55,,1,,"b'b"" I think this is the same as #227. @sigmavirus24 The logic for dependencies is a work in progress (only in master for now). The idea is to make the conditional dependencies work with both wheel and non-wheel installs. It\'s a bit tricky though.""'",,,,,,,,,,,,,,,,,,,,,
httpie,255,closed,10,2014-09-14 13:34:37,8.17,1,,,b'b\' You\\\'re right it is the same as #227. Also," sorry for mistaking what was released. I\\\'m so used to ""master"" being what was included in the last release and some other branch being the head of development.\''",,,,,,,,,,,,,,,,,,,,
httpie,255,closed,11,2014-09-14 13:34:37,1071.18,1,,,"b""b' I can confirm the same problem. On Windows fresh Python 3.4"," pip version 1.5.6. After: running httpie: complains about problems to import Installing  : resolves the problem.'""",,,,,,,,,,,,,,,,,,,,
httpie,255,closed,12,2014-09-14 13:34:37,34.73,,1,,"b""b' Same issue on fresh install:Windows 8.1 x64Python 2.7.8pip 1.5.6httpie 0.8.0 Installing colorama as suggested solved my issue.'""",,,,,,,,,,,,,,,,,,,,,
httpie,255,closed,13,2014-09-14 13:34:37,220.55,,1,,"b'b"" The just released HTTPie v0.9.0 should solve this issue. You\'ll need the latest pip:  ""'",,,,,,,,,,,,,,,,,,,,,
httpie,255,closed,closed,2015-01-31 12:44:17,1365.45,2,11,2,,,,,,,,,,,,,,,,,,,,,,
httpie,255,closed,14,2014-09-14 13:34:37,109.38,,,1,"b""b' it works"," thank you'""",,,,,,,,,,,,,,,,,,,,
httpie,255,closed,-,-,-,2,11,3,,,,,,,,,,,,,,,,,,,,,,
httpie,294,closed,opened,2015-01-12 16:06:44,,,,,,,,,,,,,,,,,,,,,,,,,,
httpie,294,closed,title,2015-01-12 16:06:44,00:00,,1,,"b""b' use OrderedDict for json formating to preserve key ordering'""",,,,,,,,,,,,,,,,,,,,,
httpie,294,closed,body,2015-01-12 16:06:44,00:00,,1,,"b'b\' passing  to ""object_pairs_hook"" option of  function and making ""sort_keys"" option in  function False\''",,,,,,,,,,,,,,,,,,,,,
httpie,294,closed,1,2015-01-12 16:06:44,6.98,,,1,"b""b' [![Coverage Status]url  Coverage decreased (-2.53%) when pulling **8bd500391ba6e90a0e3657dd189b087be9c4fa03 on hubbyist:patch-1** into **04819577154fc1b11fc20ae7ac584d67614eca25 on jakubroztocil:master**.'""",,,,,,,,,,,,,,,,,,,,,
httpie,294,closed,2,2015-01-12 16:06:44,1214.48,,,1,"b""b' [![Coverage Status]url  Coverage increased (+0.03%) when pulling **766891d7fe0dabf9b2e728676524e01540265662 on hubbyist:patch-1** into **04819577154fc1b11fc20ae7ac584d67614eca25 on jakubroztocil:master**.'""",,,,,,,,,,,,,,,,,,,,,
httpie,294,closed,closed,2015-01-14 08:19:39,972.92,0,2,2,,,,,,,,,,,,,,,,,,,,,,
httpie,294,closed,reopened,2015-01-14 09:09:58,50.32,0,2,2,,,,,,,,,,,,,,,,,,,,,,
httpie,294,closed,3,2015-01-12 16:06:44,1245.73,,,1,"b""b' [![Coverage Status]url  Coverage increased (+0.08%) when pulling **766891d7fe0dabf9b2e728676524e01540265662 on hubbyist:patch-1** into **04819577154fc1b11fc20ae7ac584d67614eca25 on jakubroztocil:master**.'""",,,,,,,,,,,,,,,,,,,,,
httpie,294,closed,closed,2015-01-26 09:05:17,1435.32,0,2,3,,,,,,,,,,,,,,,,,,,,,,
httpie,294,closed,-,-,-,0,2,3,,,,,,,,,,,,,,,,,,,,,,
httpie,337,closed,opened,2015-04-11 15:31:59,,,,,,,,,,,,,,,,,,,,,,,,,,
httpie,337,closed,title,2015-04-11 15:31:59,00:00,,1,,"b""b' Only serialize json if data is a dict instance'""",,,,,,,,,,,,,,,,,,,,,
httpie,337,closed,body,2015-04-11 15:31:59,00:00,,1,,"b'b"" Only serialize json data if it\'s  a  . Fixes #336""'",,,,,,,,,,,,,,,,,,,,,
httpie,337,closed,1,2015-04-11 15:31:59,3.6,,,1,"b""b' [![Coverage Status]url  Coverage decreased (-0.04%) to 92.12% when pulling **6fd0f23f399e51065d63c2dcf33b1c75d7bf7055 on joaodelgado:json-serialization** into **483546d781a9c26779953de74f0911b279da7550 on jakubroztocil:master**.'""",,,,,,,,,,,,,,,,,,,,,
httpie,337,closed,2,2015-04-11 15:31:59,1291.52,,,1,"b""b' Good catch. Obrigado Jo\\xc3\\xa3o! :+1: '""",,,,,,,,,,,,,,,,,,,,,
httpie,337,closed,closed,2015-04-24 13:07:06,1295.12,0,2,2,,,,,,,,,,,,,,,,,,,,,,
httpie,337,closed,reopened,2015-04-24 13:07:10,0.07,0,2,2,,,,,,,,,,,,,,,,,,,,,,
httpie,337,closed,closed,2015-04-24 13:07:16,0.1,0,2,2,,,,,,,,,,,,,,,,,,,,,,
httpie,337,closed,-,-,-,0,2,2,,,,,,,,,,,,,,,,,,,,,,
httpie,427,open,opened,2016-01-14 09:49:55,,,,,,,,,,,,,,,,,,,,,,,,,,
httpie,427,open,title,2016-01-14 09:49:55,00:00,,1,,"b""b' httpie changing the json fields order in the output'""",,,,,,,,,,,,,,,,,,,,,
httpie,427,open,body,2016-01-14 09:49:55,00:00,,1,,"b""b' Wondering how can I force httpie to not change the json fields order?  with httpie I prefer the field to be always the first. Any thoughts? '""",,,,,,,,,,,,,,,,,,,,,
httpie,427,open,1,2016-01-14 09:49:55,344.63,,1,,"b""b' Note that in the json formatter"," sort_keys=TrueOne can assume that this would be the reason'""",,,,,,,,,,,,,,,,,,,,
httpie,427,open,2,2016-01-14 09:49:55,8.88,,1,,"b""b' ah ok", thanks.  With the following I could disable sorting the keys (unfortunately together with the indentation," but that is not that big of a problem)  '""",,,,,,,,,,,,,,,,,,,
httpie,427,open,closed,2016-01-15 15:43:26,353.52,0,4,0,,,,,,,,,,,,,,,,,,,,,,
httpie,427,open,3,2016-01-14 09:49:55,149.62,,,1,"b'b"" You\'re welcome"," although I feel that this does raise the question of wether the sorting is something that should be done in general or should it be as server intended""'",,,,,,,,,,,,,,,,,,,,
httpie,427,open,4,2016-01-14 09:49:55,803.22,,1,,"b""b' would it be possible to introduce another value for in oder to allow colors and formatting but without sorting the keys in the response? '""",,,,,,,,,,,,,,,,,,,,,
httpie,427,open,reopened,2016-07-08 07:36:16,952.83,0,5,1,,,,,,,,,,,,,,,,,,,,,,
httpie,427,open,5,2016-01-14 09:49:55,609.82,,1,,"b""b' could you make unordered as default? and an option like for people who want the sort keys behavior; see url  the  has an option in python3 already  '""",,,,,,,,,,,,,,,,,,,,,
httpie,427,open,6,2016-01-14 09:49:55,441.87,,,1,b'b\' I just lost way more time than I\\\'m comfortable admitting trying to track down a problem in my server-side JSON library because I couldn\\\'t work out why it was sending the data out in the wrong order. It didn\\\'t even occur to me that the client could be reordering stuff. Is it even worthwhile having the option to reorder JSON? 90% of the time it\\\'s going to obfuscate rather than improve server output. ~~I\\\'d submit a pull request," but it would just be changing a ""True"" to a ""False"" in one file. :)~~ (see below)\''",,,,,,,,,,,,,,,,,,,,
httpie,427,open,7,2016-01-14 09:49:55,450.73,,1,,"b""b' fully agree with @carlfish '""",,,,,,,,,,,,,,,,,,,,,
httpie,427,open,8,2016-01-14 09:49:55,457.38,,1,,"b""b' @jkbrzt any thoughts on this?'""",,,,,,,,,,,,,,,,,,,,,
httpie,427,open,9,2016-01-14 09:49:55,540.33,,1,,"b'b"" Tested this locally", and it looks like if you tell the formatter not to alphabetize, you get object keys in an arbitrary order instead I guess it\'s backed by an unordered dictionary? In that case," alphabetization is probably better than random.""'",,,,,,,,,,,,,,,,,,
httpie,427,open,10,2016-01-14 09:49:55,609.78,,1,,"b""b'  yes", the python by default loaded into a dict, which is unpredictable order (somewhat internally used hash code), that is not better than alphabetical order;  but there is workaround," please use  ; and drop when calling url  url   '""",,,,,,,,,,,,,,,,,
httpie,427,open,11,2016-01-14 09:49:55,646.3,,1,,"b""b' Two shaved yaks later: Pull request -'""",,,,,,,,,,,,,,,,,,,,,
httpie,427,open,12,2016-01-14 09:49:55,876.98,,1,,"b'b"" For what it\'s worth", I happen to be a user that likes seeing the keys in my JSON output sorted.  My server doesn\'t define an order that it outputs the keys in, and if I\'m looking to see if the key I expect was included in the JSON body or not, it\'s much easier when they\'re sorted.  So I\'d say not to just arbitrarily remove the sorting functionality," but rather make it configurable or toggleable via flag.""'",,,,,,,,,,,,,,,,,
httpie,427,open,13,2016-01-14 09:49:55,967.5,,1,,"b""b' ping author @jakubroztocil is this out of maintenance?'""",,,,,,,,,,,,,,,,,,,,,
httpie,427,open,14,2016-01-14 09:49:55,53.85,1,,,"b""b' Is there any traction on this issue? Like @carlfish", I have just spend an embarrassingly long amount of time trying to correct a bug in my server, only to find, that httpie was the issue.  It seems very unintuitive that it would  data from the server," without the user explicitly enabling it.'""",,,,,,,,,,,,,,,,,
httpie,427,open,15,2016-01-14 09:49:55,67.38,1,,,"b""b' There is a solution in PR #520"," which unfortunately has not yet been merged.'""",,,,,,,,,,,,,,,,,,,,
httpie,427,open,16,2016-01-14 09:49:55,474.97,,,1,"b'b"" This would be really useful. Sorting is not that good when you don\'t want it.""'",,,,,,,,,,,,,,,,,,,,,
httpie,427,open,-,-,-,2,13,3,,,,,,,,,,,,,,,,,,,,,,
httpie,445,open,opened,2016-03-04 07:25:29,,,,,,,,,,,,,,,,,,,,,,,,,,
httpie,445,open,title,2016-03-04 07:25:29,00:00,,1,,"b'b"" httpie doesn\'t work in msysgit""'",,,,,,,,,,,,,,,,,,,,,
httpie,445,open,body,2016-03-04 07:25:29,00:00,,,1,"b'b"" after running an httpie command apart from help or debug", nothing appears but httpie doesn\'t stop executing either (there\'s just a blinking cursor, doesn\'t return to normal command prompt). httpie works normally in windows command prompt though. HTTPie 0.9.3HTTPie data: C:\\\\Users\\\\me\\\\AppData\\\\Roaming\\\\httpieRequests 2.9.1Pygments 2.1.3Python 3.4.1 (v3.4.1:c0e311e010fc, May 18 2014," 10:45:13) [MSC  64 bit (AMD64)] win32 MINGW32_NT-10.0-WOW""'",,,,,,,,,,,,,,,,,
httpie,445,open,1,2016-03-04 07:25:29,351.13,,1,,"b""b' Can you try to run it with and see if that works?  '""",,,,,,,,,,,,,,,,,,,,,
httpie,445,open,2,2016-03-04 07:25:29,356.1,,,1,"b""b' That worked! o.o'""",,,,,,,,,,,,,,,,,,,,,
httpie,445,open,3,2016-03-04 07:25:29,305.57,,,1,"b'b"" Cool. I was going to submit an issue to the msysGit repo but then I read that\' it isn\'t supported any longer:""'",,,,,,,,,,,,,,,,,,,,,
httpie,445,open,closed,2016-03-06 00:18:17,1012.8,0,2,3,,,,,,,,,,,,,,,,,,,,,,
httpie,445,open,4,2016-03-04 07:25:29,340.72,,1,,"b'b\' I believe I actually am using ""Git for Windows""", it\\\'s packaged with it or something.\'',,,,,,,,,,,,,,,,,,,,
httpie,445,open,reopened,2016-03-06 07:01:44,403.45,0,3,3,,,,,,,,,,,,,,,,,,,,,,
httpie,445,open,5,2016-03-04 07:25:29,671.65,,1,,"b""b' This impacts msys2 implementation"," which is what git for windows is based on I believe  Using ignore-stdin mitigates the hold up but is not ideal.'""",,,,,,,,,,,,,,,,,,,,
httpie,445,open,6,2016-03-04 07:25:29,698.03,,1,,"b""b' Related: url '""",,,,,,,,,,,,,,,,,,,,,
httpie,445,open,-,-,-,0,5,3,,,,,,,,,,,,,,,,,,,,,,
httpie,462,closed,opened,2016-04-15 06:47:36,,,,,,,,,,,,,,,,,,,,,,,,,,
httpie,462,closed,title,2016-04-15 06:47:36,00:00,,1,,"b""b' How can i use upload form file without gzip compression?'""",,,,,,,,,,,,,,,,,,,,,
httpie,462,closed,body,2016-04-15 06:47:36,00:00,,1,,"b""b' I found some apis not support compression","what can I do?curl is flexible with those apis. '""",,,,,,,,,,,,,,,,,,,,
httpie,462,closed,closed,2016-04-15 06:58:02,10.43,0,2,0,,,,,,,,,,,,,,,,,,,,,,
httpie,462,closed,reopened,2016-04-15 06:58:08,0.1,0,2,0,,,,,,,,,,,,,,,,,,,,,,
httpie,462,closed,1,2016-04-15 06:47:36,13.2,,,1,"b""b' This is request header output with curl and httpie","curl can upload form file data correct.![1]url ![2]url '""",,,,,,,,,,,,,,,,,,,,
httpie,462,closed,2,2016-04-15 06:47:36,176.05,,1,,"b'b"" HTTPie doesn\'t apply gzip compression to uploads.  refers to the accepted _response_ encoding types.""'",,,,,,,,,,,,,,,,,,,,,
httpie,462,closed,closed,2016-04-22 09:56:51,178.72,0,3,1,,,,,,,,,,,,,,,,,,,,,,
httpie,462,closed,-,-,-,0,3,1,,,,,,,,,,,,,,,,,,,,,,
httpie,488,open,opened,2016-07-12 13:57:26,,,,,,,,,,,,,,,,,,,,,,,,,,
httpie,488,open,title,2016-07-12 13:57:26,00:00,,1,,"b""b' Non-conformant Accept header'""",,,,,,,,,,,,,,,,,,,,,
httpie,488,open,body,2016-07-12 13:57:26,00:00,,1,,"b""b' With the recent fix for #470", HTTPie sends: This header is not quite correct. According to [RFC\\xc2\\xa07231 \\xc2\\xa7\\xc2\\xa05.3.2]url  it says: \\xe2\\x80\\x9cI accept JSON or anything else\\xe2\\x80\\x9d. Because there are no explicit quality values ( ) specified for either media range, they are both assumed to be 1, so and are equally acceptable. should be marked with a lower quality value," for example:  '""",,,,,,,,,,,,,,,,,
httpie,488,open,1,2016-07-12 13:57:26,394.62,,1,,"b'b"" @vfaronov thanks for the report. I considered including the weight qualifier but then decided against it because it\'s optional and specific media ( ) have  automatically higher priority than ranges ( ):""'",,,,,,,,,,,,,,,,,,,,,
httpie,488,open,closed,2016-07-12 20:32:04,394.63,0,3,0,,,,,,,,,,,,,,,,,,,,,,
httpie,488,open,2,2016-07-12 13:57:26,317.52,,1,,"b""b' @jkbrzt The text you quoted defines \\xe2\\x80\\x9cprecedence\\xe2\\x80\\x9d for purposes of the text that follows:Thus", given:  if we consider the media type, the _media range with the highest precedence that matches the type_ is  , and its quality value is 1;if we consider the media type, the _media range with the highest precedence that matches the type_ is  , and its quality value is also 1. In other words, this \\xe2\\x80\\x9cprecedence\\xe2\\x80\\x9d only tells you how to match a given type to one of the quality values specified in  ," but does not influence the quality values themselves. That is my reading of the spec.'""",,,,,,,,,,,,,,
httpie,488,open,reopened,2016-07-13 06:52:16,620.2,0,4,0,,,,,,,,,,,,,,,,,,,,,,
httpie,488,open,3,2016-07-12 13:57:26,787.33,,1,,"b'b"" I would also like to ask to send only.  From the documentation:  (default) Data items from the command line are serialized as a JSON object.   The Content-Type and Accept headers are set to    (if not specified). With the change on #470"," it\'s no longer possible to force using config file unless we use sessions.""'",,,,,,,,,,,,,,,,,,,,
httpie,488,open,4,2016-07-12 13:57:26,235.13,,1,,"b'b"" Including with a default q value is indeed meaningless. Note that there is no server requirement to honor the Accept request header field"," so a server doesn\'t need to return 406 if it doesn\'t have an representation.""'",,,,,,,,,,,,,,,,,,,,
httpie,488,open,5,2016-07-12 13:57:26,1377.07,,1,,"b'b"" I\'ve been down this path as well", @vfaronov is representing a common interpretation. That is, the specificity affects the media type, so a more specific subtype sets precedence over a similarly typed media range. However, once the specificity resolves media types, they are ordered according to quality scores. I believe that this part of the RFC is ambiguous to readers.  In this interpretation, when a server has an internal preference of serving over  , httpie, in JSON mode, is telling the server it has no preference of which media type to respond with (because both media type quality scores are 1.0). This causes non-obvious media type choices when using httpie. Perhaps it helps to see what some browsers set in their headers:  url In that link, Internet Explorer and Edge are the only two browsers that don\'t specify a quality score for media ranges.  You can see this in the Apache documents:  url Apache understands the intention of clients to have be a lower quality score, and thus set that internally  . However, there are servers in the wild that do not follow this interpretation. Thus, it is desirable for httpie to be explicit," and set a quality score that is lower than 1.0 for the wildcard when operating in JSON mode.""'",,,,,,,
httpie,488,open,6,2016-07-12 13:57:26,474.25,,1,,"b'b"" Another example.  Sending a request with such Accept header to a Rails app", which is serving browsers & API, will always return an HTML response : url As @kjmph said," it\'s because some browsers don\'t set quality score correctly.  We can assume this behavior should be quite common to many other web servers""'",,,,,,,,,,,,,,,,,,
httpie,488,open,-,-,-,0,8,0,,,,,,,,,,,,,,,,,,,,,,
httpie,722,open,opened,2018-10-17 10:04:07,,,,,,,,,,,,,,,,,,,,,,,,,,
httpie,722,open,title,2018-10-17 10:04:07,00:00,,1,,"b""b' ssl \\xe2\\x80\\x94 TLS 1.3 & Python 3.7 compatibility '""",,,,,,,,,,,,,,,,,,,,,
httpie,722,open,body,2018-10-17 10:04:07,00:00,,,1,"b""b' Now that TLS1.3 is out **[1]** it would be great to add that to the list of supported ssl parameters.   **[1]** url  '""",,,,,,,,,,,,,,,,,,,,,
httpie,722,open,1,2018-10-17 10:04:07,1210.28,,1,,"b'b"" I\'ve tried to declare support (see the merge request). This would require OpenSSL  ([announcement]url  and the up-to-date python version ([issue 33618]url  should be merged) merged.""'",,,,,,,,,,,,,,,,,,,,,
httpie,722,open,2,2018-10-17 10:04:07,467.03,,,1,"b""b' Merged"," release coming soon. Cheers.'""",,,,,,,,,,,,,,,,,,,,
httpie,722,open,closed,2018-11-02 14:01:29,237.37,0,2,2,,,,,,,,,,,,,,,,,,,,,,
httpie,722,open,3,2018-10-17 10:04:07,49.0,,1,,"b'b"" [Per Python 3.7\'s documentation]url  there won\'t be a definition in the module. To force the use TLSv1.3 in Python you have to do  ""'",,,,,,,,,,,,,,,,,,,,,
httpie,722,open,reopened,2019-02-04 13:01:01,1379.53,0,3,2,,,,,,,,,,,,,,,,,,,,,,
httpie,722,open,-,-,-,0,3,2,,,,,,,,,,,,,,,,,,,,,,
